movement,notes,quarters,H,R,coverage,X,X_min,X_max,M,Y,Y_min,Y_max,M_span_0.5,M_span_1,M_span_2,M_span_4
1,317,40.5,1.0131907008086258,0.16038201939604665,0.9814814814814815,34.60038742864434,25.609305662361294,59.662091688147136,0.5280521408879842,58.9752606586566,40.06861066891382,75.68996941814108,0.9145769345412509,0.5241678782844648,0.39493921201818216,0.27852453870803917
2,78,45.0,0.44947674418604644,0.06986677494618539,0.4777777777777778,62.47293414816476,39.495113986621064,63.359986140677634,1.3036245229511916,27.15457832821669,15.853767914355121,54.337281219837216,1.8021248568832586,1.8417629906133466,0.9606506283068783,0.6099596160012826
3,379,396.0,0.5932967867998266,0.16195623932625597,0.4154040404040404,52.63001200094135,49.805067591785125,53.04489663659887,0.9494558709678091,38.69515177361333,25.00161770890486,63.80315456544249,0.449367552260279,0.9452341936740003,1.3862296548571915,1.0169920830797654
