selection,unit,onset,duration,pitch,staff,voice,bar,measure_position
mendelssohn,1,17.5,0.5,69,one,1,6,2.0
mendelssohn,1,17.5,0.5,54,two,3,6,2.0
mendelssohn,1,17.5,0.5,57,two,3,6,2.0
mendelssohn,1,18.0,0.5,71,one,1,6,2.5
mendelssohn,1,18.0,0.5,56,two,3,6,2.5
mendelssohn,1,18.0,0.5,59,two,3,6,2.5
mendelssohn,1,18.5,1.5,73,one,1,7,0.0
mendelssohn,1,18.5,0.5,42,two,3,7,0.0
mendelssohn,1,19.0,0.5,49,two,3,7,0.5
mendelssohn,1,19.5,0.5,54,two,3,7,1.0
mendelssohn,1,19.5,0.5,57,two,3,7,1.0
mendelssohn,1,20.0,1.5,73,one,1,7,1.5
mendelssohn,1,20.0,0.5,49,two,3,7,1.5
mendelssohn,1,20.5,0.5,54,two,3,7,2.0
mendelssohn,1,20.5,0.5,57,two,3,7,2.0
mendelssohn,1,21.0,0.5,61,two,3,7,2.5
mendelssohn,1,21.5,1.5,73,one,1,8,0.0
mendelssohn,1,21.5,0.5,42,two,3,8,0.0
mendelssohn,1,22.0,0.5,49,two,3,8,0.5
mendelssohn,1,22.5,0.5,53,two,3,8,1.0
mendelssohn,1,22.5,0.5,56,two,3,8,1.0
mendelssohn,1,23.0,1.0,73,one,1,8,1.5
mendelssohn,1,23.0,0.5,49,two,3,8,1.5
mendelssohn,1,23.5,0.5,53,two,3,8,2.0
mendelssohn,1,23.5,0.5,56,two,3,8,2.0
mendelssohn,1,24.0,0.5,73,one,1,8,2.5
mendelssohn,1,24.0,0.5,61,two,3,8,2.5
schumann,1,0.0,1.0,60,up,4,1,-1.0
schumann,1,1.0,2.0,65,up,4,1,0.0
schumann,1,1.0,1.0,41,down,9,1,0.0
schumann,1,1.0,4.0,41,down,10,1,0.0
schumann,1,2.0,3.0,53,up,5,1,1.0
schumann,1,2.0,3.0,60,up,5,1,1.0
schumann,1,2.0,3.0,48,down,9,1,1.0
schumann,1,2.0,3.0,57,down,9,1,1.0
schumann,1,3.0,0.5,65,up,4,1,2.0
schumann,1,3.5,0.5,64,up,4,1,2.5
schumann,1,4.0,0.5,65,up,4,1,3.0
schumann,1,4.5,0.5,69,up,4,1,3.5
schumann,1,5.0,0.5,72,up,4,2,0.0
schumann,1,5.0,1.0,48,down,9,2,0.0
schumann,1,5.0,1.0,57,down,9,2,0.0
schumann,1,5.0,1.0,41,down,10,2,0.0
schumann,1,5.5,0.5,77,up,4,2,0.5
schumann,1,6.0,2.0,77,up,4,2,1.0
schumann,1,6.0,3.0,65,up,5,2,1.0
schumann,1,6.0,3.0,53,down,9,2,1.0
schumann,1,6.0,2.0,62,down,10,2,1.0
schumann,1,8.0,0.5,76,up,4,2,3.0
schumann,1,8.0,0.5,60,down,10,2,3.0
schumann,1,8.5,0.5,74,up,4,2,3.5
schumann,1,8.5,0.5,58,down,10,2,3.5
schumann,1,9.0,0.5,72,up,4,3,0.0
schumann,1,9.0,1.0,65,up,5,3,0.0
schumann,1,9.0,1.0,48,down,9,3,0.0
schumann,1,9.0,1.0,57,down,10,3,0.0
schumann,1,9.5,0.5,77,up,4,3,0.5
schumann,1,10.0,0.5,67,up,4,3,1.0
schumann,1,10.0,2.0,64,up,5,3,1.0
schumann,1,10.0,2.0,48,down,9,3,1.0
schumann,1,10.0,0.5,58,down,10,3,1.0
schumann,1,10.5,0.5,69,up,4,3,1.5
schumann,1,10.5,0.5,57,down,10,3,1.5
schumann,1,11.0,0.5,70,up,4,3,2.0
schumann,1,11.0,1.0,55,down,10,3,2.0
schumann,1,11.5,0.5,74,up,4,3,2.5
schumann,1,12.0,0.5,65,up,4,3,3.0
schumann,1,12.0,1.0,60,up,5,3,3.0
schumann,1,12.0,0.5,45,down,9,3,3.0
schumann,1,12.0,0.5,53,down,10,3,3.0
schumann,1,12.5,0.5,64,up,4,3,3.5
schumann,1,12.5,0.5,67,up,4,3,3.5
schumann,1,12.5,0.5,48,down,9,3,3.5
schumann,1,12.5,0.5,55,down,10,3,3.5
schumann,1,13.0,0.5,65,up,4,4,0.0
schumann,1,13.0,0.5,69,up,4,4,0.0
schumann,1,13.0,1.0,60,up,5,4,0.0
schumann,1,13.0,1.0,53,down,9,4,0.0
schumann,1,13.0,1.0,57,down,10,4,0.0
schumann,1,13.5,0.5,72,up,4,4,0.5
schumann,1,14.0,2.0,64,up,4,4,1.0
schumann,1,14.0,2.0,67,up,4,4,1.0
schumann,1,14.0,2.0,60,up,5,4,1.0
schumann,1,14.0,0.5,48,down,9,4,1.0
schumann,1,14.0,2.0,55,down,10,4,1.0
schumann,1,14.5,0.5,50,down,9,4,1.5
schumann,1,15.0,0.5,48,down,9,4,2.0
schumann,1,15.5,0.5,46,down,9,4,2.5
schumann,1,16.0,1.0,60,up,4,4,3.0
schumann,1,16.0,1.0,60,up,5,4,3.0
schumann,1,16.0,0.5,43,down,9,4,3.0
schumann,1,16.5,0.5,45,down,9,4,3.5
schumann,1,17.0,2.0,65,up,4,5,0.0
schumann,1,17.0,1.0,41,down,9,5,0.0
schumann,1,17.0,4.0,41,down,10,5,0.0
schumann,1,18.0,3.0,53,up,5,5,1.0
schumann,1,18.0,3.0,60,up,5,5,1.0
schumann,1,18.0,3.0,48,down,9,5,1.0
schumann,1,18.0,3.0,57,down,9,5,1.0
schumann,1,19.0,0.5,65,up,4,5,2.0
schumann,1,19.5,0.5,64,up,4,5,2.5
schumann,1,20.0,0.5,65,up,4,5,3.0
schumann,1,20.5,0.5,69,up,4,5,3.5
schumann,1,21.0,0.5,72,up,4,6,0.0
schumann,1,21.0,1.0,48,down,9,6,0.0
schumann,1,21.0,1.0,57,down,9,6,0.0
schumann,1,21.0,1.0,41,down,10,6,0.0
schumann,1,21.5,0.5,81,up,4,6,0.5
schumann,1,22.0,1.5,81,up,4,6,1.0
schumann,1,22.0,3.0,67,up,5,6,1.0
schumann,1,22.0,3.0,69,up,5,6,1.0
schumann,1,22.0,3.0,57,down,9,6,1.0
schumann,1,22.0,3.0,64,down,10,6,1.0
schumann,1,23.5,0.5,79,up,4,6,2.5
schumann,1,24.0,0.5,77,up,4,6,3.0
schumann,1,24.5,0.5,76,up,4,6,3.5
schumann,1,25.0,0.5,77,up,4,7,0.0
schumann,1,25.0,1.5,69,up,5,7,0.0
schumann,1,25.0,1.5,57,down,9,7,0.0
schumann,1,25.0,1.5,50,down,9,7,0.0
schumann,1,25.0,1.5,62,down,10,7,0.0
schumann,1,25.5,0.5,81,up,4,7,0.5
schumann,1,26.0,0.5,74,up,4,7,1.0
schumann,1,26.5,0.5,77,up,4,7,1.5
schumann,1,26.5,0.5,68,up,5,7,1.5
schumann,1,26.5,0.5,53,down,9,7,1.5
schumann,1,26.5,0.5,60,down,9,7,1.5
schumann,1,27.0,1.5,76,up,4,7,2.0
schumann,1,27.0,0.5,67,up,5,7,2.0
schumann,1,27.0,1.5,55,down,9,7,2.0
schumann,1,27.0,1.5,60,down,9,7,2.0
schumann,1,27.5,0.5,72,up,5,7,2.5
schumann,1,28.0,0.5,64,up,5,7,3.0
schumann,1,28.5,0.5,75,up,4,7,3.5
schumann,1,28.5,0.5,66,up,5,7,3.5
schumann,1,28.5,0.5,57,down,9,7,3.5
schumann,1,28.5,0.5,60,down,10,7,3.5
schumann,1,29.0,1.0,74,up,4,8,0.0
schumann,1,29.0,2.0,65,up,5,8,0.0
schumann,1,29.0,2.0,55,down,9,8,0.0
schumann,1,29.0,0.5,59,down,10,8,0.0
schumann,1,29.5,0.5,67,down,10,8,0.5
schumann,1,30.0,1.0,76,up,4,8,1.0
schumann,1,30.0,0.5,57,down,10,8,1.0
schumann,1,30.5,0.5,59,down,10,8,1.5
schumann,1,31.0,1.0,72,up,4,8,2.0
schumann,1,31.0,1.0,64,up,5,8,2.0
schumann,1,31.0,0.5,48,down,9,8,2.0
schumann,1,31.0,0.5,60,down,10,8,2.0
schumann,1,31.5,0.5,50,down,9,8,2.5
schumann,1,32.0,0.5,46,down,9,8,3.0
schumann,1,32.5,0.5,60,up,4,8,3.5
schumann,1,32.5,0.5,43,down,9,8,3.5
chopin,1,0.0,0.5,70,upper,1,1,-0.5
chopin,1,0.5,1.5,79,upper,1,1,0.0
chopin,1,0.5,0.5,39,lower,2,1,0.0
chopin,1,1.0,0.5,55,lower,2,1,0.5
chopin,1,1.0,0.5,63,lower,2,1,0.5
chopin,1,1.5,0.5,58,lower,2,1,1.0
chopin,1,1.5,0.5,63,lower,2,1,1.0
chopin,1,1.5,0.5,67,lower,2,1,1.0
chopin,1,2.0,0.5,79,upper,1,1,1.5
chopin,1,2.0,0.5,51,lower,2,1,1.5
chopin,1,2.5,0.5,77,upper,1,1,2.0
chopin,1,2.5,0.5,56,lower,2,1,2.0
chopin,1,2.5,0.5,62,lower,2,1,2.0
chopin,1,3.0,0.5,79,upper,1,1,2.5
chopin,1,3.0,0.5,59,lower,2,1,2.5
chopin,1,3.0,0.5,62,lower,2,1,2.5
chopin,1,3.0,0.5,68,lower,2,1,2.5
chopin,1,3.5,1.5,77,upper,1,1,3.0
chopin,1,3.5,0.5,39,lower,2,1,3.0
chopin,1,4.0,0.5,55,lower,2,1,3.5
chopin,1,4.0,0.5,63,lower,2,1,3.5
chopin,1,4.5,0.5,58,lower,2,1,4.0
chopin,1,4.5,0.5,63,lower,2,1,4.0
chopin,1,4.5,0.5,67,lower,2,1,4.0
chopin,1,5.0,1.0,75,upper,1,1,4.5
chopin,1,5.0,0.5,38,lower,2,1,4.5
chopin,1,5.5,0.5,55,lower,2,1,5.0
chopin,1,5.5,0.5,63,lower,2,1,5.0
chopin,1,6.0,0.5,70,upper,1,1,5.5
chopin,1,6.0,0.5,58,lower,2,1,5.5
chopin,1,6.0,0.5,63,lower,2,1,5.5
chopin,1,6.0,0.5,67,lower,2,1,5.5
chopin,1,6.5,1.0,79,upper,1,2,0.0
chopin,1,6.5,0.5,36,lower,2,2,0.0
chopin,1,7.0,0.5,55,lower,2,2,0.5
chopin,1,7.0,0.5,64,lower,2,2,0.5
chopin,1,7.5,0.5,72,upper,1,2,1.0
chopin,1,7.5,0.5,58,lower,2,2,1.0
chopin,1,7.5,0.5,64,lower,2,2,1.0
chopin,1,7.5,0.5,67,lower,2,2,1.0
chopin,1,8.0,1.0,84,upper,1,2,1.5
chopin,1,8.0,0.5,48,lower,2,2,1.5
chopin,1,8.5,0.5,55,lower,2,2,2.0
chopin,1,8.5,0.5,64,lower,2,2,2.0
chopin,1,9.0,0.5,79,upper,1,2,2.5
chopin,1,9.0,0.5,60,lower,2,2,2.5
chopin,1,9.0,0.5,64,lower,2,2,2.5
chopin,1,9.0,0.5,70,lower,2,2,2.5
chopin,1,9.5,1.5,82,upper,1,2,3.0
chopin,1,9.5,0.5,41,lower,2,2,3.0
chopin,1,10.0,0.5,53,lower,2,2,3.5
chopin,1,10.0,0.5,61,lower,2,2,3.5
chopin,1,10.5,0.5,58,lower,2,2,4.0
chopin,1,10.5,0.5,61,lower,2,2,4.0
chopin,1,10.5,0.5,64,lower,2,2,4.0
chopin,1,11.0,1.0,80,upper,1,2,4.5
chopin,1,11.0,0.5,41,lower,2,2,4.5
chopin,1,11.5,0.5,53,lower,2,2,5.0
chopin,1,11.5,0.5,60,lower,2,2,5.0
chopin,1,12.0,0.5,79,upper,1,2,5.5
chopin,1,12.0,0.5,56,lower,2,2,5.5
chopin,1,12.0,0.5,60,lower,2,2,5.5
chopin,1,12.0,0.5,65,lower,2,2,5.5
chopin,1,12.5,1.5,77,upper,1,3,0.0
chopin,1,12.5,0.5,46,lower,2,3,0.0
chopin,1,13.0,0.5,53,lower,2,3,0.5
chopin,1,13.0,0.5,62,lower,2,3,0.5
chopin,1,13.5,0.5,58,lower,2,3,1.0
chopin,1,13.5,0.5,62,lower,2,3,1.0
chopin,1,13.5,0.5,68,lower,2,3,1.0
chopin,1,14.0,1.0,79,upper,1,3,1.5
chopin,1,14.0,0.5,47,lower,2,3,1.5
chopin,1,14.5,0.5,55,lower,2,3,2.0
chopin,1,14.5,0.5,65,lower,2,3,2.0
chopin,1,15.0,0.5,74,upper,1,3,2.5
chopin,1,15.0,0.5,62,lower,2,3,2.5
chopin,1,15.0,0.5,65,lower,2,3,2.5
chopin,1,15.0,0.5,67,lower,2,3,2.5
chopin,1,15.5,1.5,75,upper,1,3,3.0
chopin,1,15.5,0.5,48,lower,2,3,3.0
chopin,1,16.0,0.5,55,lower,2,3,3.5
chopin,1,16.0,0.5,63,lower,2,3,3.5
chopin,1,16.5,0.5,60,lower,2,3,4.0
chopin,1,16.5,0.5,63,lower,2,3,4.0
chopin,1,16.5,0.5,67,lower,2,3,4.0
chopin,1,17.0,1.5,72,upper,1,3,4.5
chopin,1,17.0,0.5,45,lower,2,3,4.5
chopin,1,17.5,0.5,54,lower,2,3,5.0
chopin,1,17.5,0.5,63,lower,2,3,5.0
chopin,1,18.0,0.5,60,lower,2,3,5.5
chopin,1,18.0,0.5,63,lower,2,3,5.5
chopin,1,18.0,0.5,66,lower,2,3,5.5
chopin,1,18.5,0.5,70,upper,1,4,0.0
chopin,1,18.5,0.5,46,lower,2,4,0.0
chopin,1,19.0,0.5,86,upper,1,4,0.5
chopin,1,19.0,0.5,53,lower,2,4,0.5
chopin,1,19.0,0.5,63,lower,2,4,0.5
chopin,1,19.5,0.5,84,upper,1,4,1.0
chopin,1,19.5,0.5,58,lower,2,4,1.0
chopin,1,19.5,0.5,63,lower,2,4,1.0
chopin,1,19.5,0.5,68,lower,2,4,1.0
chopin,1,20.0,0.25,82,upper,1,4,1.5
chopin,1,20.0,0.5,34,lower,2,4,1.5
chopin,1,20.25,0.25,80,upper,1,4,1.75
chopin,1,20.5,0.25,79,upper,1,4,2.0
chopin,1,20.5,0.5,53,lower,2,4,2.0
chopin,1,20.5,0.5,62,lower,2,4,2.0
chopin,1,20.75,0.25,80,upper,1,4,2.25
chopin,1,21.0,0.25,72,upper,1,4,2.5
chopin,1,21.0,0.5,58,lower,2,4,2.5
chopin,1,21.0,0.5,68,lower,2,4,2.5
chopin,1,21.25,0.25,74,upper,1,4,2.75
chopin,1,21.5,1.5,75,upper,1,4,3.0
chopin,1,21.5,0.5,39,lower,2,4,3.0
chopin,1,22.0,0.5,55,lower,2,4,3.5
chopin,1,22.0,0.5,63,lower,2,4,3.5
chopin,1,22.5,0.5,58,lower,2,4,4.0
chopin,1,22.5,0.5,63,lower,2,4,4.0
chopin,1,22.5,0.5,67,lower,2,4,4.0
chopin,1,23.0,0.5,51,lower,2,4,4.5
chopin,1,23.5,0.5,55,lower,2,4,5.0
chopin,1,23.5,0.5,63,lower,2,4,5.0
chopin,1,24.0,0.5,70,upper,1,4,5.5
chopin,1,24.0,0.5,58,lower,2,4,5.5
chopin,1,24.0,0.5,63,lower,2,4,5.5
chopin,1,24.0,0.5,67,lower,2,4,5.5
chopin,1,24.5,1.5,79,upper,1,5,0.0
chopin,1,24.5,0.5,51,lower,2,5,0.0
chopin,1,25.0,0.5,55,lower,2,5,0.5
chopin,1,25.0,0.5,63,lower,2,5,0.5
chopin,1,25.5,0.5,58,lower,2,5,1.0
chopin,1,25.5,0.5,63,lower,2,5,1.0
chopin,1,25.5,0.5,67,lower,2,5,1.0
chopin,1,26.0,0.25,77,upper,1,5,1.5
chopin,1,26.0,0.5,51,lower,2,5,1.5
chopin,1,26.25,0.25,79,upper,1,5,1.75
chopin,1,26.5,0.25,77,upper,1,5,2.0
chopin,1,26.5,0.5,56,lower,2,5,2.0
chopin,1,26.5,0.5,62,lower,2,5,2.0
chopin,1,26.75,0.25,76,upper,1,5,2.25
chopin,1,27.0,0.25,77,upper,1,5,2.5
chopin,1,27.0,0.5,59,lower,2,5,2.5
chopin,1,27.0,0.5,62,lower,2,5,2.5
chopin,1,27.0,0.5,68,lower,2,5,2.5
chopin,1,27.25,0.25,79,upper,1,5,2.75
chopin,1,27.5,0.5,77,upper,1,5,3.0
chopin,1,27.5,0.5,51,lower,2,5,3.0
chopin,1,28.0,1.0,75,upper,1,5,3.5
chopin,1,28.0,0.5,55,lower,2,5,3.5
chopin,1,28.0,0.5,63,lower,2,5,3.5
chopin,1,28.5,0.5,58,lower,2,5,4.0
chopin,1,28.5,0.5,63,lower,2,5,4.0
chopin,1,28.5,0.5,67,lower,2,5,4.0
chopin,1,29.0,0.25,75,upper,1,5,4.5
chopin,1,29.0,0.5,50,lower,2,5,4.5
chopin,1,29.25,0.25,77,upper,1,5,4.75
chopin,1,29.5,0.25,75,upper,1,5,5.0
chopin,1,29.5,0.5,55,lower,2,5,5.0
chopin,1,29.5,0.5,63,lower,2,5,5.0
chopin,1,29.75,0.25,74,upper,1,5,5.25
chopin,1,30.0,0.25,75,upper,1,5,5.5
chopin,1,30.0,0.5,58,lower,2,5,5.5
chopin,1,30.0,0.5,63,lower,2,5,5.5
chopin,1,30.0,0.5,67,lower,2,5,5.5
chopin,1,30.25,0.25,77,upper,1,5,5.75
chopin,1,30.5,0.25,79,upper,1,6,0.0
chopin,1,30.5,0.5,48,lower,2,6,0.0
chopin,1,30.75,0.25,71,upper,1,6,0.25
chopin,1,31.0,0.25,72,upper,1,6,0.5
chopin,1,31.0,0.5,55,lower,2,6,0.5
chopin,1,31.0,0.5,64,lower,2,6,0.5
chopin,1,31.25,0.25,73,upper,1,6,0.75
chopin,1,31.5,0.25,72,upper,1,6,1.0
chopin,1,31.5,0.5,58,lower,2,6,1.0
chopin,1,31.5,0.5,64,lower,2,6,1.0
chopin,1,31.5,0.5,67,lower,2,6,1.0
chopin,1,31.75,0.25,77,upper,1,6,1.25
chopin,1,32.0,0.25,76,upper,1,6,1.5
chopin,1,32.0,0.5,48,lower,2,6,1.5
chopin,1,32.25,0.25,80,upper,1,6,1.75
chopin,1,32.5,0.25,79,upper,1,6,2.0
chopin,1,32.5,0.5,55,lower,2,6,2.0
chopin,1,32.5,0.5,64,lower,2,6,2.0
chopin,1,32.75,0.25,85,upper,1,6,2.25
chopin,1,33.0,0.25,84,upper,1,6,2.5
chopin,1,33.0,0.5,60,lower,2,6,2.5
chopin,1,33.0,0.5,64,lower,2,6,2.5
chopin,1,33.0,0.5,70,lower,2,6,2.5
chopin,1,33.25,0.25,79,upper,1,6,2.75
chopin,1,33.5,1.5,82,upper,1,6,3.0
chopin,1,33.5,0.5,41,lower,2,6,3.0
chopin,1,34.0,0.5,53,lower,2,6,3.5
chopin,1,34.0,0.5,61,lower,2,6,3.5
chopin,1,34.5,0.5,58,lower,2,6,4.0
chopin,1,34.5,0.5,61,lower,2,6,4.0
chopin,1,34.5,0.5,64,lower,2,6,4.0
chopin,1,35.0,1.0,80,upper,1,6,4.5
chopin,1,35.0,0.5,41,lower,2,6,4.5
chopin,1,35.5,0.5,53,lower,2,6,5.0
chopin,1,35.5,0.5,60,lower,2,6,5.0
chopin,1,36.0,0.5,79,upper,1,6,5.5
chopin,1,36.0,0.5,56,lower,2,6,5.5
chopin,1,36.0,0.5,60,lower,2,6,5.5
chopin,1,36.0,0.5,65,lower,2,6,5.5
chopin,1,36.5,1.5,77,upper,1,7,0.0
chopin,1,36.5,0.5,46,lower,2,7,0.0
chopin,1,37.0,0.5,53,lower,2,7,0.5
chopin,1,37.0,0.5,62,lower,2,7,0.5
chopin,1,37.5,0.5,58,lower,2,7,1.0
chopin,1,37.5,0.5,62,lower,2,7,1.0
chopin,1,37.5,0.5,68,lower,2,7,1.0
chopin,1,38.0,0.5,79,upper,1,7,1.5
chopin,1,38.0,0.5,47,lower,2,7,1.5
chopin,1,38.5,0.5,79,upper,1,7,2.0
chopin,1,38.5,0.5,55,lower,2,7,2.0
chopin,1,38.5,0.5,65,lower,2,7,2.0
chopin,1,39.0,0.5,74,upper,1,7,2.5
chopin,1,39.0,0.5,62,lower,2,7,2.5
chopin,1,39.0,0.5,65,lower,2,7,2.5
chopin,1,39.0,0.5,67,lower,2,7,2.5
chopin,1,39.5,1.5,75,upper,1,7,3.0
chopin,1,39.5,0.5,48,lower,2,7,3.0
chopin,1,40.0,0.5,55,lower,2,7,3.5
chopin,1,40.0,0.5,63,lower,2,7,3.5
chopin,1,40.5,0.5,60,lower,2,7,4.0
chopin,1,40.5,0.5,63,lower,2,7,4.0
chopin,1,40.5,0.5,67,lower,2,7,4.0
chopin,1,41.0,1.5,72,upper,1,7,4.5
chopin,1,41.0,0.5,45,lower,2,7,4.5
chopin,1,41.5,0.5,54,lower,2,7,5.0
chopin,1,41.5,0.5,63,lower,2,7,5.0
chopin,1,42.0,0.5,60,lower,2,7,5.5
chopin,1,42.0,0.5,63,lower,2,7,5.5
chopin,1,42.0,0.5,66,lower,2,7,5.5
chopin,1,42.5,0.5,70,upper,1,8,0.0
chopin,1,42.5,0.5,46,lower,2,8,0.0
chopin,1,43.0,0.5,86,upper,1,8,0.5
chopin,1,43.0,0.5,53,lower,2,8,0.5
chopin,1,43.0,0.5,63,lower,2,8,0.5
chopin,1,43.5,0.5,84,upper,1,8,1.0
chopin,1,43.5,0.5,58,lower,2,8,1.0
chopin,1,43.5,0.5,63,lower,2,8,1.0
chopin,1,43.5,0.5,68,lower,2,8,1.0
chopin,1,44.0,0.25,82,upper,1,8,1.5
chopin,1,44.0,0.5,34,lower,2,8,1.5
chopin,1,44.25,0.25,80,upper,1,8,1.75
chopin,1,44.5,0.25,79,upper,1,8,2.0
chopin,1,44.5,0.5,53,lower,2,8,2.0
chopin,1,44.5,0.5,62,lower,2,8,2.0
chopin,1,44.75,0.25,80,upper,1,8,2.25
chopin,1,45.0,0.25,72,upper,1,8,2.5
chopin,1,45.0,0.5,58,lower,2,8,2.5
chopin,1,45.0,0.5,68,lower,2,8,2.5
chopin,1,45.25,0.25,74,upper,1,8,2.75
chopin,1,45.5,1.5,75,upper,1,8,3.0
chopin,1,45.5,0.5,39,lower,2,8,3.0
chopin,1,46.0,0.5,55,lower,2,8,3.5
chopin,1,46.0,0.5,63,lower,2,8,3.5
chopin,1,46.5,0.5,58,lower,2,8,4.0
chopin,1,46.5,0.5,63,lower,2,8,4.0
chopin,1,46.5,0.5,67,lower,2,8,4.0
chopin,1,47.0,0.5,75,upper,1,8,4.5
chopin,1,47.0,0.5,51,lower,2,8,4.5
chopin,1,47.5,0.5,74,upper,1,8,5.0
chopin,1,47.5,0.5,55,lower,2,8,5.0
chopin,1,47.5,0.5,63,lower,2,8,5.0
chopin,1,48.0,0.5,75,upper,1,8,5.5
chopin,1,48.0,0.5,58,lower,2,8,5.5
chopin,1,48.0,0.5,63,lower,2,8,5.5
chopin,1,48.0,0.5,67,lower,2,8,5.5
liszt,1,0.0,4.0,37,down,4,1,0.0
liszt,1,0.3333333333333333,0.3333333333333333,53,down,3,1,0.3333333333333333
liszt,1,0.6666666666666666,0.3333333333333333,61,down,3,1,0.6666666666666666
liszt,1,1.0,0.3333333333333333,56,down,3,1,1.0
liszt,1,1.3333333333333333,0.3333333333333333,65,down,3,1,1.3333333333333333
liszt,1,1.6666666666666667,0.3333333333333333,61,down,3,1,1.6666666666666667
liszt,1,2.0,0.3333333333333333,56,down,3,1,2.0
liszt,1,2.3333333333333335,0.3333333333333333,53,down,3,1,2.3333333333333335
liszt,1,2.6666666666666665,0.3333333333333333,61,down,3,1,2.6666666666666665
liszt,1,3.0,0.3333333333333333,56,down,3,1,3.0
liszt,1,3.3333333333333335,0.3333333333333333,65,down,3,1,3.3333333333333335
liszt,1,3.6666666666666665,0.3333333333333333,61,down,3,1,3.6666666666666665
liszt,1,4.0,4.0,37,down,4,2,0.0
liszt,1,4.333333333333333,0.3333333333333333,53,down,3,2,0.3333333333333333
liszt,1,4.666666666666667,0.3333333333333333,61,down,3,2,0.6666666666666666
liszt,1,5.0,0.3333333333333333,56,down,3,2,1.0
liszt,1,5.333333333333333,0.3333333333333333,65,down,3,2,1.3333333333333333
liszt,1,5.666666666666667,0.3333333333333333,61,down,3,2,1.6666666666666667
liszt,1,6.0,0.3333333333333333,56,down,3,2,2.0
liszt,1,6.333333333333333,0.3333333333333333,53,down,3,2,2.3333333333333335
liszt,1,6.666666666666667,0.3333333333333333,61,down,3,2,2.6666666666666665
liszt,1,7.0,0.3333333333333333,56,down,3,2,3.0
liszt,1,7.333333333333333,0.3333333333333333,65,down,3,2,3.3333333333333335
liszt,1,7.666666666666667,0.3333333333333333,61,down,3,2,3.6666666666666665
liszt,1,8.0,4.0,37,down,4,3,0.0
liszt,1,8.333333333333334,0.3333333333333333,53,down,3,3,0.3333333333333333
liszt,1,8.666666666666666,0.3333333333333333,61,down,3,3,0.6666666666666666
liszt,1,9.0,0.3333333333333333,56,down,3,3,1.0
liszt,1,9.333333333333334,0.3333333333333333,65,down,3,3,1.3333333333333333
liszt,1,9.666666666666666,0.3333333333333333,61,down,3,3,1.6666666666666667
liszt,1,10.0,0.3333333333333333,56,down,3,3,2.0
liszt,1,10.333333333333334,0.3333333333333333,53,down,3,3,2.3333333333333335
liszt,1,10.666666666666666,0.3333333333333333,61,down,3,3,2.6666666666666665
liszt,1,11.0,1.0,77,up,1,3,3.0
liszt,1,11.0,0.3333333333333333,56,down,3,3,3.0
liszt,1,11.333333333333334,0.3333333333333333,65,down,3,3,3.3333333333333335
liszt,1,11.666666666666666,0.3333333333333333,61,down,3,3,3.6666666666666665
liszt,1,12.0,2.0,77,up,1,4,0.0
liszt,1,12.0,4.0,37,down,4,4,0.0
liszt,1,12.333333333333334,0.3333333333333333,55,down,3,4,0.3333333333333333
liszt,1,12.666666666666666,0.3333333333333333,61,down,3,4,0.6666666666666666
liszt,1,13.0,0.3333333333333333,58,down,3,4,1.0
liszt,1,13.333333333333334,0.3333333333333333,65,down,3,4,1.3333333333333333
liszt,1,13.666666666666666,0.3333333333333333,61,down,3,4,1.6666666666666667
liszt,1,14.0,0.5,70,up,1,4,2.0
liszt,1,14.0,0.3333333333333333,58,down,3,4,2.0
liszt,1,14.333333333333334,0.3333333333333333,55,down,3,4,2.3333333333333335
liszt,1,14.5,0.5,72,up,1,4,2.5
liszt,1,14.666666666666666,0.3333333333333333,61,down,3,4,2.6666666666666665
liszt,1,15.0,0.5,73,up,1,4,3.0
liszt,1,15.0,0.3333333333333333,58,down,3,4,3.0
liszt,1,15.333333333333334,0.3333333333333333,65,down,3,4,3.3333333333333335
liszt,1,15.5,0.5,77,up,1,4,3.5
liszt,1,15.666666666666666,0.3333333333333333,61,down,3,4,3.6666666666666665
liszt,1,16.0,2.0,77,up,1,5,0.0
liszt,1,16.0,4.0,37,down,4,5,0.0
liszt,1,16.333333333333332,0.3333333333333333,54,down,3,5,0.3333333333333333
liszt,1,16.666666666666668,0.3333333333333333,60,down,3,5,0.6666666666666666
liszt,1,17.0,0.3333333333333333,56,down,3,5,1.0
liszt,1,17.333333333333332,0.3333333333333333,65,down,3,5,1.3333333333333333
liszt,1,17.666666666666668,0.3333333333333333,60,down,3,5,1.6666666666666667
liszt,1,18.0,0.5,77,up,1,5,2.0
liszt,1,18.0,0.3333333333333333,56,down,3,5,2.0
liszt,1,18.333333333333332,0.3333333333333333,54,down,3,5,2.3333333333333335
liszt,1,18.5,0.5,75,up,1,5,2.5
liszt,1,18.666666666666668,0.3333333333333333,60,down,3,5,2.6666666666666665
liszt,1,19.0,0.5,77,up,1,5,3.0
liszt,1,19.0,0.3333333333333333,56,down,3,5,3.0
liszt,1,19.333333333333332,0.3333333333333333,63,down,3,5,3.3333333333333335
liszt,1,19.5,0.5,75,up,1,5,3.5
liszt,1,19.666666666666668,0.3333333333333333,60,down,3,5,3.6666666666666665
liszt,1,20.0,3.0,73,up,1,6,0.0
liszt,1,20.0,4.0,37,down,4,6,0.0
liszt,1,20.333333333333332,0.3333333333333333,53,down,3,6,0.3333333333333333
