selection,unit,onset,duration,pitch,staff,voice,bar,measure_position
bach,1,0.0,2.0,60,lower,3,1,0.0
bach,1,0.25,0.75,64,lower,2,1,0.25
bach,1,0.5,0.25,67,upper,1,1,0.5
bach,1,0.75,0.25,72,upper,1,1,0.75
bach,1,1.0,0.25,76,upper,1,1,1.0
bach,1,1.0,1.0,64,lower,2,1,1.0
bach,1,1.25,0.25,67,upper,1,1,1.25
bach,1,1.5,0.25,72,upper,1,1,1.5
bach,1,1.75,0.25,76,upper,1,1,1.75
bach,1,2.0,2.0,60,lower,3,1,2.0
bach,1,2.25,0.75,64,lower,2,1,2.25
bach,1,2.5,0.25,67,upper,1,1,2.5
bach,1,2.75,0.25,72,upper,1,1,2.75
bach,1,3.0,0.25,76,upper,1,1,3.0
bach,1,3.0,1.0,64,lower,2,1,3.0
bach,1,3.25,0.25,67,upper,1,1,3.25
bach,1,3.5,0.25,72,upper,1,1,3.5
bach,1,3.75,0.25,76,upper,1,1,3.75
bach,1,4.0,2.0,60,lower,3,2,0.0
bach,1,4.25,0.75,62,lower,2,2,0.25
bach,1,4.5,0.25,69,upper,1,2,0.5
bach,1,4.75,0.25,74,upper,1,2,0.75
bach,1,5.0,0.25,77,upper,1,2,1.0
bach,1,5.0,1.0,62,lower,2,2,1.0
bach,1,5.25,0.25,69,upper,1,2,1.25
bach,1,5.5,0.25,74,upper,1,2,1.5
bach,1,5.75,0.25,77,upper,1,2,1.75
bach,1,6.0,2.0,60,lower,3,2,2.0
bach,1,6.25,0.75,62,lower,2,2,2.25
bach,1,6.5,0.25,69,upper,1,2,2.5
bach,1,6.75,0.25,74,upper,1,2,2.75
bach,1,7.0,0.25,77,upper,1,2,3.0
bach,1,7.0,1.0,62,lower,2,2,3.0
bach,1,7.25,0.25,69,upper,1,2,3.25
bach,1,7.5,0.25,74,upper,1,2,3.5
bach,1,7.75,0.25,77,upper,1,2,3.75
bach,1,8.0,2.0,59,lower,3,3,0.0
bach,1,8.25,0.75,62,lower,2,3,0.25
bach,1,8.5,0.25,67,upper,1,3,0.5
bach,1,8.75,0.25,74,upper,1,3,0.75
bach,1,9.0,0.25,77,upper,1,3,1.0
bach,1,9.0,1.0,62,lower,2,3,1.0
bach,1,9.25,0.25,67,upper,1,3,1.25
bach,1,9.5,0.25,74,upper,1,3,1.5
bach,1,9.75,0.25,77,upper,1,3,1.75
bach,1,10.0,2.0,59,lower,3,3,2.0
bach,1,10.25,0.75,62,lower,2,3,2.25
bach,1,10.5,0.25,67,upper,1,3,2.5
bach,1,10.75,0.25,74,upper,1,3,2.75
bach,1,11.0,0.25,77,upper,1,3,3.0
bach,1,11.0,1.0,62,lower,2,3,3.0
bach,1,11.25,0.25,67,upper,1,3,3.25
bach,1,11.5,0.25,74,upper,1,3,3.5
bach,1,11.75,0.25,77,upper,1,3,3.75
bach,1,12.0,2.0,60,lower,3,4,0.0
bach,1,12.25,0.75,64,lower,2,4,0.25
bach,1,12.5,0.25,67,upper,1,4,0.5
bach,1,12.75,0.25,72,upper,1,4,0.75
bach,1,13.0,0.25,76,upper,1,4,1.0
bach,1,13.0,1.0,64,lower,2,4,1.0
bach,1,13.25,0.25,67,upper,1,4,1.25
bach,1,13.5,0.25,72,upper,1,4,1.5
bach,1,13.75,0.25,76,upper,1,4,1.75
bach,1,14.0,2.0,60,lower,3,4,2.0
bach,1,14.25,0.75,64,lower,2,4,2.25
bach,1,14.5,0.25,67,upper,1,4,2.5
bach,1,14.75,0.25,72,upper,1,4,2.75
bach,1,15.0,0.25,76,upper,1,4,3.0
bach,1,15.0,1.0,64,lower,2,4,3.0
bach,1,15.25,0.25,67,upper,1,4,3.25
bach,1,15.5,0.25,72,upper,1,4,3.5
bach,1,15.75,0.25,76,upper,1,4,3.75
bach,1,16.0,2.0,60,lower,3,5,0.0
bach,1,16.25,0.75,64,lower,2,5,0.25
bach,1,16.5,0.25,69,upper,1,5,0.5
bach,1,16.75,0.25,76,upper,1,5,0.75
bach,1,17.0,0.25,81,upper,1,5,1.0
bach,1,17.0,1.0,64,lower,2,5,1.0
bach,1,17.25,0.25,69,upper,1,5,1.25
bach,1,17.5,0.25,76,upper,1,5,1.5
bach,1,17.75,0.25,81,upper,1,5,1.75
bach,1,18.0,2.0,60,lower,3,5,2.0
bach,1,18.25,0.75,64,lower,2,5,2.25
bach,1,18.5,0.25,69,upper,1,5,2.5
bach,1,18.75,0.25,76,upper,1,5,2.75
bach,1,19.0,0.25,81,upper,1,5,3.0
bach,1,19.0,1.0,64,lower,2,5,3.0
bach,1,19.25,0.25,69,upper,1,5,3.25
bach,1,19.5,0.25,76,upper,1,5,3.5
bach,1,19.75,0.25,81,upper,1,5,3.75
bach,1,20.0,2.0,60,lower,3,6,0.0
bach,1,20.25,0.75,62,lower,2,6,0.25
bach,1,20.5,0.25,66,upper,1,6,0.5
bach,1,20.75,0.25,69,upper,1,6,0.75
bach,1,21.0,0.25,74,upper,1,6,1.0
bach,1,21.0,1.0,62,lower,2,6,1.0
bach,1,21.25,0.25,66,upper,1,6,1.25
bach,1,21.5,0.25,69,upper,1,6,1.5
bach,1,21.75,0.25,74,upper,1,6,1.75
bach,1,22.0,2.0,60,lower,3,6,2.0
bach,1,22.25,0.75,62,lower,2,6,2.25
bach,1,22.5,0.25,66,upper,1,6,2.5
bach,1,22.75,0.25,69,upper,1,6,2.75
bach,1,23.0,0.25,74,upper,1,6,3.0
bach,1,23.0,1.0,62,lower,2,6,3.0
bach,1,23.25,0.25,66,upper,1,6,3.25
bach,1,23.5,0.25,69,upper,1,6,3.5
bach,1,23.75,0.25,74,upper,1,6,3.75
bach,1,24.0,2.0,59,lower,3,7,0.0
bach,1,24.25,0.75,62,lower,2,7,0.25
bach,1,24.5,0.25,67,upper,1,7,0.5
bach,1,24.75,0.25,74,upper,1,7,0.75
bach,1,25.0,0.25,79,upper,1,7,1.0
bach,1,25.0,1.0,62,lower,2,7,1.0
bach,1,25.25,0.25,67,upper,1,7,1.25
bach,1,25.5,0.25,74,upper,1,7,1.5
bach,1,25.75,0.25,79,upper,1,7,1.75
bach,1,26.0,2.0,59,lower,3,7,2.0
bach,1,26.25,0.75,62,lower,2,7,2.25
bach,1,26.5,0.25,67,upper,1,7,2.5
bach,1,26.75,0.25,74,upper,1,7,2.75
bach,1,27.0,0.25,79,upper,1,7,3.0
bach,1,27.0,1.0,62,lower,2,7,3.0
bach,1,27.25,0.25,67,upper,1,7,3.25
bach,1,27.5,0.25,74,upper,1,7,3.5
bach,1,27.75,0.25,79,upper,1,7,3.75
bach,1,28.0,2.0,59,lower,3,8,0.0
bach,1,28.25,0.75,60,lower,2,8,0.25
bach,1,28.5,0.25,64,upper,1,8,0.5
bach,1,28.75,0.25,67,upper,1,8,0.75
bach,1,29.0,0.25,72,upper,1,8,1.0
bach,1,29.0,1.0,60,lower,2,8,1.0
bach,1,29.25,0.25,64,upper,1,8,1.25
bach,1,29.5,0.25,67,upper,1,8,1.5
bach,1,29.75,0.25,72,upper,1,8,1.75
bach,1,30.0,2.0,59,lower,3,8,2.0
bach,1,30.25,0.75,60,lower,2,8,2.25
bach,1,30.5,0.25,64,upper,1,8,2.5
bach,1,30.75,0.25,67,upper,1,8,2.75
bach,1,31.0,0.25,72,upper,1,8,3.0
bach,1,31.0,1.0,60,lower,2,8,3.0
bach,1,31.25,0.25,64,upper,1,8,3.25
bach,1,31.5,0.25,67,upper,1,8,3.5
bach,1,31.75,0.25,72,upper,1,8,3.75
rameau,1,0.0,0.5,64,up,1,1,-2.0
rameau,1,0.5,0.5,66,up,1,1,-1.5
rameau,1,1.0,0.5,67,up,1,1,-1.0
rameau,1,1.5,0.5,66,up,1,1,-0.5
rameau,1,2.0,1.0,64,up,1,1,0.0
rameau,1,2.0,2.0,52,down,3,1,0.0
rameau,1,2.0,2.0,40,down,4,1,0.0
rameau,1,2.0,2.0,47,down,4,1,0.0
rameau,1,3.0,1.0,71,up,1,1,1.0
rameau,1,4.0,1.0,71,up,1,1,2.0
rameau,1,4.0,2.0,51,down,3,1,2.0
rameau,1,5.0,1.0,69,up,1,1,3.0
rameau,1,6.0,1.0,67,up,1,2,0.0
rameau,1,6.0,2.0,52,down,3,2,0.0
rameau,1,6.0,2.0,40,down,4,2,0.0
rameau,1,6.0,2.0,47,down,4,2,0.0
rameau,1,7.0,1.0,66,up,1,2,1.0
rameau,1,8.0,0.5,64,up,1,2,2.0
rameau,1,8.5,0.5,66,up,1,2,2.5
rameau,1,9.0,0.5,67,up,1,2,3.0
rameau,1,9.5,0.5,69,up,1,2,3.5
rameau,1,10.0,1.0,71,up,1,3,0.0
rameau,1,10.0,2.0,52,down,3,3,0.0
rameau,1,10.0,2.0,40,down,4,3,0.0
rameau,1,10.0,2.0,47,down,4,3,0.0
rameau,1,11.0,1.0,76,up,1,3,1.0
rameau,1,12.0,1.0,75,up,1,3,2.0
rameau,1,12.0,1.0,54,down,3,3,2.0
rameau,1,13.0,1.0,76,up,1,3,3.0
rameau,1,13.0,1.0,52,down,3,3,3.0
rameau,1,14.0,2.0,78,up,1,4,0.0
rameau,1,14.0,2.0,51,down,3,4,0.0
rameau,1,14.0,2.0,40,down,4,4,0.0
rameau,1,14.0,2.0,47,down,4,4,0.0
rameau,1,16.0,0.5,64,up,1,4,2.0
rameau,1,16.5,0.5,66,up,1,4,2.5
rameau,1,17.0,0.5,67,up,1,4,3.0
rameau,1,17.5,0.5,66,up,1,4,3.5
rameau,1,18.0,1.0,64,up,1,5,0.0
rameau,1,18.0,2.0,52,down,3,5,0.0
rameau,1,18.0,2.0,40,down,4,5,0.0
rameau,1,18.0,2.0,47,down,4,5,0.0
rameau,1,19.0,1.0,71,up,1,5,1.0
rameau,1,20.0,1.0,71,up,1,5,2.0
rameau,1,20.0,2.0,51,down,3,5,2.0
rameau,1,21.0,1.0,69,up,1,5,3.0
rameau,1,22.0,1.0,67,up,1,6,0.0
rameau,1,22.0,2.0,52,down,3,6,0.0
rameau,1,22.0,2.0,40,down,4,6,0.0
rameau,1,22.0,2.0,47,down,4,6,0.0
rameau,1,23.0,1.0,66,up,1,6,1.0
rameau,1,24.0,0.5,64,up,1,6,2.0
rameau,1,24.5,0.5,66,up,1,6,2.5
rameau,1,25.0,0.5,67,up,1,6,3.0
rameau,1,25.5,0.5,69,up,1,6,3.5
rameau,1,26.0,1.0,71,up,1,7,0.0
rameau,1,26.0,2.0,52,down,3,7,0.0
rameau,1,26.0,2.0,40,down,4,7,0.0
rameau,1,26.0,2.0,47,down,4,7,0.0
rameau,1,27.0,1.0,76,up,1,7,1.0
rameau,1,28.0,0.5,75,up,1,7,2.0
rameau,1,28.0,2.0,54,down,3,7,2.0
rameau,1,28.5,0.5,76,up,1,7,2.5
rameau,1,29.0,0.5,78,up,1,7,3.0
rameau,1,29.5,0.5,75,up,1,7,3.5
rameau,1,30.0,2.0,76,up,1,8,0.0
rameau,1,30.0,2.0,55,down,3,8,0.0
rameau,1,30.0,2.0,40,down,4,8,0.0
rameau,1,30.0,2.0,47,down,4,8,0.0
rameau,1,32.0,0.5,76,up,1,8,2.0
rameau,1,32.5,0.5,78,up,1,8,2.5
rameau,1,33.0,0.5,79,up,1,8,3.0
rameau,1,33.5,0.5,78,up,1,8,3.5
scarlatti,1,0.0,1.0,86,upper,1,1,0.0
scarlatti,1,0.0,1.0,67,lower,2,1,0.0
scarlatti,1,1.0,1.0,74,upper,1,1,1.0
scarlatti,1,1.0,1.0,69,lower,2,1,1.0
scarlatti,1,2.0,1.0,71,lower,2,1,2.0
scarlatti,1,2.5,0.5,74,upper,1,1,2.5
scarlatti,1,3.0,0.5,76,upper,1,1,3.0
scarlatti,1,3.0,1.0,72,lower,2,1,3.0
scarlatti,1,3.5,0.5,72,upper,1,1,3.5
scarlatti,1,4.0,1.0,86,upper,1,2,0.0
scarlatti,1,4.0,1.0,67,lower,2,2,0.0
scarlatti,1,5.0,1.0,74,upper,1,2,1.0
scarlatti,1,5.0,1.0,69,lower,2,2,1.0
scarlatti,1,6.0,1.0,71,lower,2,2,2.0
scarlatti,1,6.5,0.5,74,upper,1,2,2.5
scarlatti,1,7.0,0.5,76,upper,1,2,3.0
scarlatti,1,7.0,1.0,72,lower,2,2,3.0
scarlatti,1,7.5,0.5,72,upper,1,2,3.5
scarlatti,1,8.0,1.0,86,upper,1,3,0.0
scarlatti,1,8.0,1.0,67,lower,2,3,0.0
scarlatti,1,9.0,0.5,74,upper,1,3,1.0
scarlatti,1,9.0,1.0,71,lower,2,3,1.0
scarlatti,1,9.5,0.5,86,upper,1,3,1.5
scarlatti,1,10.0,0.5,86,upper,1,3,2.0
scarlatti,1,10.0,1.0,69,lower,2,3,2.0
scarlatti,1,10.5,0.5,84,upper,1,3,2.5
scarlatti,1,11.0,0.5,74,upper,1,3,3.0
scarlatti,1,11.0,1.0,66,lower,2,3,3.0
scarlatti,1,11.5,0.5,84,upper,1,3,3.5
scarlatti,1,12.0,0.5,84,upper,1,4,0.0
scarlatti,1,12.0,1.0,67,lower,2,4,0.0
scarlatti,1,12.5,0.5,83,upper,1,4,0.5
scarlatti,1,13.0,0.5,74,upper,1,4,1.0
scarlatti,1,13.0,1.0,55,lower,2,4,1.0
scarlatti,1,13.5,0.5,83,upper,1,4,1.5
scarlatti,1,14.0,0.5,83,upper,1,4,2.0
scarlatti,1,14.0,1.0,62,lower,2,4,2.0
scarlatti,1,14.5,0.5,81,upper,1,4,2.5
scarlatti,1,15.0,0.5,72,upper,1,4,3.0
scarlatti,1,15.0,1.0,50,lower,2,4,3.0
scarlatti,1,15.5,0.5,81,upper,1,4,3.5
scarlatti,1,16.0,0.5,81,upper,1,5,0.0
scarlatti,1,16.0,1.0,55,lower,2,5,0.0
scarlatti,1,16.5,0.5,79,upper,1,5,0.5
scarlatti,1,17.0,0.5,71,upper,1,5,1.0
scarlatti,1,17.0,1.0,43,lower,2,5,1.0
scarlatti,1,17.5,0.5,79,upper,1,5,1.5
scarlatti,1,18.0,0.5,79,upper,1,5,2.0
scarlatti,1,18.0,1.0,50,lower,2,5,2.0
scarlatti,1,18.5,0.5,78,upper,1,5,2.5
scarlatti,1,19.0,0.5,69,upper,1,5,3.0
scarlatti,1,19.0,1.0,38,lower,2,5,3.0
scarlatti,1,19.5,0.5,78,upper,1,5,3.5
scarlatti,1,20.0,0.5,79,upper,1,6,0.0
scarlatti,1,20.0,4.0,31,lower,2,6,0.0
scarlatti,1,20.5,0.5,74,upper,1,6,0.5
scarlatti,1,21.0,0.5,71,upper,1,6,1.0
scarlatti,1,21.5,0.5,67,upper,1,6,1.5
scarlatti,1,22.0,0.5,71,upper,1,6,2.0
scarlatti,1,22.5,0.5,74,upper,1,6,2.5
scarlatti,1,23.0,0.5,79,upper,1,6,3.0
scarlatti,1,23.5,0.5,83,upper,1,6,3.5
scarlatti,1,24.0,0.5,86,upper,1,7,0.0
scarlatti,1,24.5,0.5,74,upper,1,7,0.5
scarlatti,1,25.0,0.5,74,upper,1,7,1.0
scarlatti,1,25.0,1.0,71,lower,2,7,1.0
scarlatti,1,25.5,0.5,86,upper,1,7,1.5
scarlatti,1,26.0,0.5,86,upper,1,7,2.0
scarlatti,1,26.0,1.0,69,lower,2,7,2.0
scarlatti,1,26.5,0.5,84,upper,1,7,2.5
scarlatti,1,27.0,0.5,74,upper,1,7,3.0
scarlatti,1,27.0,1.0,66,lower,2,7,3.0
scarlatti,1,27.5,0.5,84,upper,1,7,3.5
scarlatti,1,28.0,0.5,84,upper,1,8,0.0
scarlatti,1,28.0,1.0,67,lower,2,8,0.0
scarlatti,1,28.5,0.5,83,upper,1,8,0.5
scarlatti,1,29.0,0.5,74,upper,1,8,1.0
scarlatti,1,29.0,1.0,55,lower,2,8,1.0
scarlatti,1,29.5,0.5,83,upper,1,8,1.5
scarlatti,1,30.0,0.5,83,upper,1,8,2.0
scarlatti,1,30.0,1.0,62,lower,2,8,2.0
scarlatti,1,30.5,0.5,81,upper,1,8,2.5
scarlatti,1,31.0,0.5,72,upper,1,8,3.0
scarlatti,1,31.0,1.0,50,lower,2,8,3.0
scarlatti,1,31.5,0.5,81,upper,1,8,3.5
mozart_turkish,1,0.0,0.25,71,,1,1,-1.0
mozart_turkish,1,0.25,0.25,69,,1,1,-0.75
mozart_turkish,1,0.5,0.25,68,,1,1,-0.5
mozart_turkish,1,0.75,0.25,69,,1,1,-0.25
mozart_turkish,1,1.0,0.5,72,,1,1,0.0
mozart_turkish,1,1.0,0.5,57,,2,1,0.0
mozart_turkish,1,1.5,0.5,60,,2,1,0.5
mozart_turkish,1,1.5,0.5,64,,2,1,0.5
mozart_turkish,1,2.0,0.25,74,,1,1,1.0
mozart_turkish,1,2.0,0.5,60,,2,1,1.0
mozart_turkish,1,2.0,0.5,64,,2,1,1.0
mozart_turkish,1,2.25,0.25,72,,1,1,1.25
mozart_turkish,1,2.5,0.25,71,,1,1,1.5
mozart_turkish,1,2.5,0.5,60,,2,1,1.5
mozart_turkish,1,2.5,0.5,64,,2,1,1.5
mozart_turkish,1,2.75,0.25,72,,1,1,1.75
mozart_turkish,1,3.0,0.5,76,,1,2,0.0
mozart_turkish,1,3.0,0.5,57,,2,2,0.0
mozart_turkish,1,3.5,0.5,60,,2,2,0.5
mozart_turkish,1,3.5,0.5,64,,2,2,0.5
mozart_turkish,1,4.0,0.25,77,,1,2,1.0
mozart_turkish,1,4.0,0.5,60,,2,2,1.0
mozart_turkish,1,4.0,0.5,64,,2,2,1.0
mozart_turkish,1,4.25,0.25,76,,1,2,1.25
mozart_turkish,1,4.5,0.25,75,,1,2,1.5
mozart_turkish,1,4.5,0.5,60,,2,2,1.5
mozart_turkish,1,4.5,0.5,64,,2,2,1.5
mozart_turkish,1,4.75,0.25,76,,1,2,1.75
mozart_turkish,1,5.0,0.25,83,,1,3,0.0
mozart_turkish,1,5.0,0.5,57,,2,3,0.0
mozart_turkish,1,5.25,0.25,81,,1,3,0.25
mozart_turkish,1,5.5,0.25,80,,1,3,0.5
mozart_turkish,1,5.5,0.5,60,,2,3,0.5
mozart_turkish,1,5.5,0.5,64,,2,3,0.5
mozart_turkish,1,5.75,0.25,81,,1,3,0.75
mozart_turkish,1,6.0,0.25,83,,1,3,1.0
mozart_turkish,1,6.0,0.5,57,,2,3,1.0
mozart_turkish,1,6.25,0.25,81,,1,3,1.25
mozart_turkish,1,6.5,0.25,80,,1,3,1.5
mozart_turkish,1,6.5,0.5,60,,2,3,1.5
mozart_turkish,1,6.5,0.5,64,,2,3,1.5
mozart_turkish,1,6.75,0.25,81,,1,3,1.75
mozart_turkish,1,7.0,1.0,84,,1,4,0.0
mozart_turkish,1,7.0,0.5,57,,2,4,0.0
mozart_turkish,1,7.5,0.5,60,,2,4,0.5
mozart_turkish,1,7.5,0.5,64,,2,4,0.5
mozart_turkish,1,8.0,0.5,81,,1,4,1.0
mozart_turkish,1,8.0,0.5,60,,2,4,1.0
mozart_turkish,1,8.0,0.5,64,,2,4,1.0
mozart_turkish,1,8.5,0.5,84,,1,4,1.5
mozart_turkish,1,8.5,0.5,60,,2,4,1.5
mozart_turkish,1,8.5,0.5,64,,2,4,1.5
mozart_turkish,1,9.0,0.5,83,,1,5,0.0
mozart_turkish,1,9.0,0.5,52,,2,5,0.0
mozart_turkish,1,9.5,0.5,78,,1,5,0.5
mozart_turkish,1,9.5,0.5,81,,1,5,0.5
mozart_turkish,1,9.5,0.5,59,,2,5,0.5
mozart_turkish,1,9.5,0.5,64,,2,5,0.5
mozart_turkish,1,10.0,0.5,76,,1,5,1.0
mozart_turkish,1,10.0,0.5,79,,1,5,1.0
mozart_turkish,1,10.0,0.5,59,,2,5,1.0
mozart_turkish,1,10.0,0.5,64,,2,5,1.0
mozart_turkish,1,10.5,0.5,78,,1,5,1.5
mozart_turkish,1,10.5,0.5,81,,1,5,1.5
mozart_turkish,1,10.5,0.5,59,,2,5,1.5
mozart_turkish,1,10.5,0.5,64,,2,5,1.5
mozart_turkish,1,11.0,0.5,83,,1,6,0.0
mozart_turkish,1,11.0,0.5,52,,2,6,0.0
mozart_turkish,1,11.5,0.5,78,,1,6,0.5
mozart_turkish,1,11.5,0.5,81,,1,6,0.5
mozart_turkish,1,11.5,0.5,59,,2,6,0.5
mozart_turkish,1,11.5,0.5,64,,2,6,0.5
mozart_turkish,1,12.0,0.5,76,,1,6,1.0
mozart_turkish,1,12.0,0.5,79,,1,6,1.0
mozart_turkish,1,12.0,0.5,59,,2,6,1.0
mozart_turkish,1,12.0,0.5,64,,2,6,1.0
mozart_turkish,1,12.5,0.5,78,,1,6,1.5
mozart_turkish,1,12.5,0.5,81,,1,6,1.5
mozart_turkish,1,12.5,0.5,59,,2,6,1.5
mozart_turkish,1,12.5,0.5,64,,2,6,1.5
mozart_turkish,1,13.0,0.5,83,,1,7,0.0
mozart_turkish,1,13.0,0.5,52,,2,7,0.0
mozart_turkish,1,13.5,0.5,78,,1,7,0.5
mozart_turkish,1,13.5,0.5,81,,1,7,0.5
mozart_turkish,1,13.5,0.5,59,,2,7,0.5
mozart_turkish,1,13.5,0.5,64,,2,7,0.5
mozart_turkish,1,14.0,0.5,76,,1,7,1.0
mozart_turkish,1,14.0,0.5,79,,1,7,1.0
mozart_turkish,1,14.0,0.5,47,,2,7,1.0
mozart_turkish,1,14.5,0.5,75,,1,7,1.5
mozart_turkish,1,14.5,0.5,78,,1,7,1.5
mozart_turkish,1,14.5,0.5,59,,2,7,1.5
mozart_turkish,1,15.0,1.0,76,,1,8,0.0
mozart_turkish,1,15.0,1.0,52,,2,8,0.0
mozart_turkish,1,16.0,0.25,71,,1,8,1.0
mozart_turkish,1,16.25,0.25,69,,1,8,1.25
mozart_turkish,1,16.5,0.25,68,,1,8,1.5
mozart_turkish,1,16.75,0.25,69,,1,8,1.75
mozart_545,1,0.0,2.0,72,,1,1,0.0
mozart_545,1,0.0,0.5,60,,2,1,0.0
mozart_545,1,0.5,0.5,67,,2,1,0.5
mozart_545,1,1.0,0.5,64,,2,1,1.0
mozart_545,1,1.5,0.5,67,,2,1,1.5
mozart_545,1,2.0,1.0,76,,1,1,2.0
mozart_545,1,2.0,0.5,60,,2,1,2.0
mozart_545,1,2.5,0.5,67,,2,1,2.5
mozart_545,1,3.0,1.0,79,,1,1,3.0
mozart_545,1,3.0,0.5,64,,2,1,3.0
mozart_545,1,3.5,0.5,67,,2,1,3.5
mozart_545,1,4.0,1.5,71,,1,2,0.0
mozart_545,1,4.0,0.5,62,,2,2,0.0
mozart_545,1,4.5,0.5,67,,2,2,0.5
mozart_545,1,5.0,0.5,65,,2,2,1.0
mozart_545,1,5.5,0.25,72,,1,2,1.5
mozart_545,1,5.5,0.5,67,,2,2,1.5
mozart_545,1,5.75,0.25,74,,1,2,1.75
mozart_545,1,6.0,1.0,72,,1,2,2.0
mozart_545,1,6.0,0.5,60,,2,2,2.0
mozart_545,1,6.5,0.5,67,,2,2,2.5
mozart_545,1,7.0,0.5,64,,2,2,3.0
mozart_545,1,7.5,0.5,67,,2,2,3.5
mozart_545,1,8.0,2.0,81,,1,3,0.0
mozart_545,1,8.0,0.5,60,,2,3,0.0
mozart_545,1,8.5,0.5,69,,2,3,0.5
mozart_545,1,9.0,0.5,65,,2,3,1.0
mozart_545,1,9.5,0.5,69,,2,3,1.5
mozart_545,1,10.0,1.0,79,,1,3,2.0
mozart_545,1,10.0,0.5,60,,2,3,2.0
mozart_545,1,10.5,0.5,67,,2,3,2.5
mozart_545,1,11.0,1.0,84,,1,3,3.0
mozart_545,1,11.0,0.5,64,,2,3,3.0
mozart_545,1,11.5,0.5,67,,2,3,3.5
mozart_545,1,12.0,1.0,79,,1,4,0.0
mozart_545,1,12.0,0.5,59,,2,4,0.0
mozart_545,1,12.5,0.5,67,,2,4,0.5
mozart_545,1,13.0,0.5,77,,1,4,1.0
mozart_545,1,13.0,0.5,62,,2,4,1.0
mozart_545,1,13.5,0.25,76,,1,4,1.5
mozart_545,1,13.5,0.5,67,,2,4,1.5
mozart_545,1,13.75,0.25,77,,1,4,1.75
mozart_545,1,14.0,1.0,76,,1,4,2.0
mozart_545,1,14.0,0.5,60,,2,4,2.0
mozart_545,1,14.5,0.5,67,,2,4,2.5
mozart_545,1,15.0,0.5,64,,2,4,3.0
mozart_545,1,15.5,0.5,67,,2,4,3.5
mozart_545,1,16.0,0.5,69,,1,5,0.0
mozart_545,1,16.0,1.0,65,,2,5,0.0
mozart_545,1,16.5,0.25,71,,1,5,0.5
mozart_545,1,16.75,0.25,72,,1,5,0.75
mozart_545,1,17.0,0.25,74,,1,5,1.0
mozart_545,1,17.25,0.25,76,,1,5,1.25
mozart_545,1,17.5,0.25,77,,1,5,1.5
mozart_545,1,17.75,0.25,79,,1,5,1.75
mozart_545,1,18.0,0.25,81,,1,5,2.0
mozart_545,1,18.25,0.25,79,,1,5,2.25
mozart_545,1,18.5,0.25,77,,1,5,2.5
mozart_545,1,18.75,0.25,76,,1,5,2.75
mozart_545,1,19.0,0.25,74,,1,5,3.0
mozart_545,1,19.0,1.0,53,,2,5,3.0
mozart_545,1,19.0,1.0,60,,2,5,3.0
mozart_545,1,19.25,0.25,72,,1,5,3.25
mozart_545,1,19.5,0.25,71,,1,5,3.5
mozart_545,1,19.75,0.25,69,,1,5,3.75
mozart_545,1,20.0,0.5,67,,1,6,0.0
mozart_545,1,20.0,1.0,52,,2,6,0.0
mozart_545,1,20.0,1.0,60,,2,6,0.0
mozart_545,1,20.5,0.25,69,,1,6,0.5
mozart_545,1,20.75,0.25,71,,1,6,0.75
mozart_545,1,21.0,0.25,72,,1,6,1.0
mozart_545,1,21.25,0.25,74,,1,6,1.25
mozart_545,1,21.5,0.25,76,,1,6,1.5
mozart_545,1,21.75,0.25,77,,1,6,1.75
mozart_545,1,22.0,0.25,79,,1,6,2.0
mozart_545,1,22.25,0.25,77,,1,6,2.25
mozart_545,1,22.5,0.25,76,,1,6,2.5
mozart_545,1,22.75,0.25,74,,1,6,2.75
mozart_545,1,23.0,0.25,72,,1,6,3.0
mozart_545,1,23.0,1.0,52,,2,6,3.0
mozart_545,1,23.0,1.0,60,,2,6,3.0
mozart_545,1,23.25,0.25,71,,1,6,3.25
mozart_545,1,23.5,0.25,69,,1,6,3.5
mozart_545,1,23.75,0.25,67,,1,6,3.75
mozart_545,1,24.0,0.5,65,,1,7,0.0
mozart_545,1,24.0,1.0,50,,2,7,0.0
mozart_545,1,24.0,1.0,60,,2,7,0.0
mozart_545,1,24.5,0.25,67,,1,7,0.5
mozart_545,1,24.75,0.25,69,,1,7,0.75
mozart_545,1,25.0,0.25,71,,1,7,1.0
mozart_545,1,25.25,0.25,72,,1,7,1.25
mozart_545,1,25.5,0.25,74,,1,7,1.5
mozart_545,1,25.75,0.25,76,,1,7,1.75
mozart_545,1,26.0,0.25,77,,1,7,2.0
mozart_545,1,26.25,0.25,76,,1,7,2.25
mozart_545,1,26.5,0.25,74,,1,7,2.5
mozart_545,1,26.75,0.25,72,,1,7,2.75
mozart_545,1,27.0,0.25,71,,1,7,3.0
mozart_545,1,27.0,1.0,50,,2,7,3.0
mozart_545,1,27.0,1.0,59,,2,7,3.0
mozart_545,1,27.25,0.25,69,,1,7,3.25
mozart_545,1,27.5,0.25,67,,1,7,3.5
mozart_545,1,27.75,0.25,65,,1,7,3.75
mozart_545,1,28.0,0.5,64,,1,8,0.0
mozart_545,1,28.0,1.0,48,,2,8,0.0
mozart_545,1,28.0,1.0,60,,2,8,0.0
mozart_545,1,28.5,0.25,65,,1,8,0.5
mozart_545,1,28.75,0.25,67,,1,8,0.75
mozart_545,1,29.0,0.25,69,,1,8,1.0
mozart_545,1,29.25,0.25,71,,1,8,1.25
mozart_545,1,29.5,0.25,72,,1,8,1.5
